Airline,Airline Delay,Air System Delay,Air Time,Arrival Delay,Arrival Time,Cancellation Reason,Cancelled,DAY,Day Of Week,Departure Delay,Departure Time,Destination Airport,Distance,Diverted,Elapsed Time,Flight Number,Late Aircraft Delay,Month,Number of Records,Origin Airport,Scheduled Arrival,Scheduled Departure,Scheduled Time,Security Delay,Tail Number,Taxi In,Taxi Out,Weather Delay,Wheels Off,Wheels On,Year
OO,82,0,41,88,1113,,0,1/1/1900,4,96,1013,SBP,190,0,60,5445,6,1/1/1900,1,SFO,0945,0837,68,0,N563SW,3,16,0,1029,1110,2015
OO,21,0,64,21,1816,,0,1/1/1900,4,27,1652,SMF,373,0,84,4703,0,1/1/1900,1,LAX,1755,1625,90,0,N814SK,3,17,0,1709,1813,2015
OO,92,0,102,92,2031,,0,1/1/1900,4,95,1729,BOI,674,0,122,4820,0,1/1/1900,1,LAX,1859,1554,125,0,N803SK,3,17,0,1746,2028,2015
OO,111,0,77,111,1753,,0,1/1/1900,4,136,1716,SJC,584,0,97,4561,0,1/1/1900,1,SLC,1602,1500,122,0,N807SK,3,17,0,1733,1750,2015
OO,127,0,36,127,1356,,0,1/1/1900,4,130,1300,SBP,156,0,56,5365,0,1/1/1900,1,LAX,1149,1050,59,0,N562SW,3,17,0,1317,1353,2015
OO,16,0,70,16,1751,,0,1/1/1900,4,20,1620,EUG,451,0,91,6402,0,1/1/1900,1,SFO,1735,1600,95,0,N507CA,3,18,0,1638,1748,2015
OO,0,3,92,22,1737,,0,1/1/1900,4,19,1444,ELP,715,0,113,2618,19,1/1/1900,1,LAX,1715,1425,110,0,N477CA,3,18,0,1502,1734,2015
OO,57,0,125,65,1447,,0,1/1/1900,4,70,1120,BHM,1083,0,147,5526,8,1/1/1900,1,DEN,1342,1010,152,0,N764SK,3,19,0,1139,1444,2015
OO,16,2,108,18,1241,,0,1/1/1900,4,16,0931,ASE,737,0,130,5182,0,1/1/1900,1,LAX,1223,0915,128,0,N782SK,3,19,0,0950,1238,2015
OO,58,0,124,80,1903,,0,1/1/1900,4,85,1536,RDU,1042,0,147,5228,22,1/1/1900,1,IAH,1743,1411,152,0,N705SK,3,20,0,1556,1900,2015
OO,53,0,59,53,1806,,0,1/1/1900,4,53,1643,SBA,262,0,83,5638,0,1/1/1900,1,SFO,1713,1550,83,0,N290SW,3,21,0,1704,1803,2015
OO,8,8,89,16,1601,,0,1/1/1900,4,8,1308,SLC,599,0,113,6273,0,1/1/1900,1,SFO,1545,1300,105,0,N756SK,3,21,0,1329,1558,2015
OO,77,0,50,77,1715,,0,1/1/1900,4,84,1559,ACV,250,0,76,5250,0,1/1/1900,1,SFO,1558,1435,83,0,N579SW,3,23,0,1622,1712,2015
OO,98,2,24,100,1723,,0,1/1/1900,4,98,1633,TUS,110,0,50,6570,0,1/1/1900,1,PHX,1543,1455,48,0,N875AS,3,23,0,1656,1720,2015
OO,0,4,51,18,1429,,0,1/1/1900,4,14,1311,FAT,209,0,78,6246,14,1/1/1900,1,LAX,1411,1257,74,0,N560SW,3,24,0,1335,1426,2015
OO,0,15,72,15,1130,,0,1/1/1900,4,0,0950,BTM,358,0,100,7377,0,1/1/1900,1,SLC,1115,0950,85,0,N448SW,3,25,0,1015,1127,2015
OO,44,3,155,77,1523,,0,1/1/1900,4,74,1319,ASE,1013,0,184,5238,30,1/1/1900,1,ORD,1406,1205,181,0,N766SK,3,26,0,1345,1520,2015
OO,14,1,179,15,1644,,0,1/1/1900,4,14,1109,SAT,1482,0,215,6502,0,1/1/1900,1,SFO,1629,1055,214,0,N121SY,3,33,0,1142,1641,2015
OO,0,0,66,20,1309,,0,1/1/1900,4,21,1126,SGU,517,0,103,5293,20,1/1/1900,1,DEN,1249,1105,104,0,N594SW,3,34,0,1200,1306,2015
OO,0,22,99,22,1409,,0,1/1/1900,4,-3,1043,TUS,751,0,146,4975,0,1/1/1900,1,SFO,1347,1046,121,0,N786SK,3,44,0,1127,1406,2015
OO,14,28,94,42,1430,,0,1/1/1900,4,14,1109,SUN,587,0,141,4966,0,1/1/1900,1,SFO,1348,1055,113,0,N793SK,3,44,0,1153,1427,2015
OO,0,0,25,19,1529,,0,1/1/1900,4,33,1454,LAX,109,0,35,4982,19,1/1/1900,1,SAN,1510,1421,49,0,N578SW,3,7,0,1501,1526,2015
OO,0,5,103,310,1942,,0,1/1/1900,4,305,1818,DEN,794,0,144,5565,305,1/1/1900,1,SAT,1432,1313,139,0,N712SK,31,10,0,1828,1911,2015
OO,0,19,32,19,1303,,0,1/1/1900,4,-1,1149,DEN,125,0,74,5546,0,1/1/1900,1,ASE,1244,1150,54,0,N719SK,31,11,0,1200,1232,2015
OO,0,18,163,18,1043,,0,1/1/1900,4,-1,0916,DEN,1015,0,207,5643,0,1/1/1900,1,GRR,1025,0917,188,0,N745SK,31,13,0,0929,1012,2015
OO,0,26,43,26,0932,,0,1/1/1900,4,-2,0753,LAX,156,0,99,5389,0,1/1/1900,1,SBP,0906,0755,71,0,N560SW,34,22,0,0815,0858,2015
OO,0,18,105,18,1033,,0,1/1/1900,4,-5,0757,DEN,752,0,156,6394,0,1/1/1900,1,FCA,1015,0802,133,0,N916SW,37,14,0,0811,0956,2015
OO,37,27,144,64,1839,,0,1/1/1900,4,37,1324,ICT,1203,0,195,5513,0,1/1/1900,1,LAX,1735,1247,168,0,N702SK,37,14,0,1338,1802,2015
OO,29,0,59,29,1728,,0,1/1/1900,4,47,1615,JAC,406,0,73,5585,0,1/1/1900,1,DEN,1659,1528,91,0,N758SK,4,10,0,1625,1724,2015
OO,42,0,147,47,1714,,0,1/1/1900,4,58,1533,PHX,1009,0,161,5200,5,1/1/1900,1,IAH,1627,1435,172,0,N774SK,4,10,0,1543,1710,2015
OO,0,0,65,17,0752,,0,1/1/1900,4,31,0632,SFO,421,0,80,5629,0,1/1/1900,1,PSP,0735,0601,94,0,N726SK,4,11,17,0643,0748,2015
OO,0,0,41,42,1355,,0,1/1/1900,4,59,1259,APN,198,0,56,7369,0,1/1/1900,1,DTW,1313,1200,73,0,N455SW,4,11,42,1310,1351,2015
OO,19,0,31,19,1302,,0,1/1/1900,4,35,1215,HIB,174,0,47,7399,0,1/1/1900,1,MSP,1243,1140,63,0,N432SW,4,12,0,1227,1258,2015
OO,31,0,126,31,1341,,0,1/1/1900,4,69,1219,EUG,996,0,142,6473,0,1/1/1900,1,DEN,1310,1110,180,0,N909SW,4,12,0,1231,1337,2015
OO,24,0,84,27,1013,,0,1/1/1900,4,29,0733,BOI,522,0,100,6382,3,1/1/1900,1,SFO,0946,0704,102,0,N824AS,4,12,0,0745,1009,2015
OO,0,0,23,25,1110,,0,1/1/1900,4,31,1031,CLD,86,0,39,5346,25,1/1/1900,1,LAX,1045,1000,45,0,N569SW,4,12,0,1043,1106,2015
OO,19,0,84,61,1620,,0,1/1/1900,4,77,1540,SFO,587,0,100,5163,42,1/1/1900,1,SUN,1519,1423,116,0,N793SK,4,12,0,1552,1616,2015
OO,21,0,23,21,0827,,0,1/1/1900,4,26,0747,CLD,86,0,40,5377,0,1/1/1900,1,LAX,0806,0721,45,0,N562SW,4,13,0,0800,0823,2015
OO,11,0,25,16,1633,,0,1/1/1900,4,19,1551,CLD,86,0,42,5384,5,1/1/1900,1,LAX,1617,1532,45,0,N569SW,4,13,0,1604,1629,2015
OO,105,0,79,121,1449,,0,1/1/1900,4,138,1213,JMS,573,0,96,5315,16,1/1/1900,1,DEN,1248,0955,113,0,N928SW,4,13,0,1226,1445,2015
OO,40,0,55,40,1154,,0,1/1/1900,4,61,1041,BZN,347,0,73,4649,0,1/1/1900,1,SLC,1114,0940,94,0,N463SW,4,14,0,1055,1150,2015
OO,17,2,164,19,1559,,0,1/1/1900,4,17,1057,OMA,1368,0,182,3468,0,1/1/1900,1,SEA,1540,1040,180,0,N224AG,4,14,0,1111,1555,2015
OO,24,0,40,33,1638,,0,1/1/1900,4,34,1539,FAT,209,0,59,2639,9,1/1/1900,1,LAX,1605,1505,60,0,N863AS,4,15,0,1554,1634,2015
OO,0,0,21,17,1358,,0,1/1/1900,4,23,1318,SBA,89,0,40,5405,17,1/1/1900,1,LAX,1341,1255,46,0,N951SW,4,15,0,1333,1354,2015
OO,16,0,32,16,1211,,0,1/1/1900,4,24,1119,SPI,174,0,52,5436,0,1/1/1900,1,ORD,1155,1055,60,0,N908SW,4,16,0,1135,1207,2015
OO,43,0,42,307,1744,,0,1/1/1900,4,310,1642,SAT,191,0,62,5160,264,1/1/1900,1,IAH,1237,1132,65,0,N712SK,4,16,0,1658,1740,2015
OO,14,1,29,22,0840,,0,1/1/1900,4,21,0751,SMF,86,0,49,5470,7,1/1/1900,1,SFO,0818,0730,48,0,N563SW,4,16,0,0807,0836,2015
OO,4,1,120,17,1118,,0,1/1/1900,4,16,0758,MIA,964,0,140,5208,12,1/1/1900,1,IAH,1101,0742,139,0,N791SK,4,16,0,0814,1114,2015
OO,96,8,38,104,1033,,0,1/1/1900,4,96,0933,SLC,132,0,60,7401,0,1/1/1900,1,VEL,0849,0757,52,0,N565SW,4,18,0,0951,1029,2015
OO,68,0,48,68,1844,,0,1/1/1900,4,73,1733,DRO,351,0,71,6556,0,1/1/1900,1,PHX,1736,1620,76,0,N506CA,4,19,0,1752,1840,2015
OO,85,0,23,85,1407,,0,1/1/1900,4,86,1321,SMF,86,0,46,5454,0,1/1/1900,1,SFO,1242,1155,47,0,N292SW,4,19,0,1340,1403,2015
OO,196,0,182,196,1526,,0,1/1/1900,4,199,1101,IAH,1482,0,205,4978,0,1/1/1900,1,BOI,1210,0742,208,0,N713SK,4,19,0,1120,1522,2015
OO,0,0,64,51,1819,,0,1/1/1900,4,53,1652,SNA,372,0,87,6280,51,1/1/1900,1,SFO,1728,1559,89,0,N793SK,4,19,0,1711,1815,2015
OO,0,0,57,144,1726,,0,1/1/1900,4,149,1506,OMA,472,0,80,5502,144,1/1/1900,1,DEN,1502,1237,85,0,N738SK,4,19,0,1525,1722,2015
OO,0,5,69,76,1424,,0,1/1/1900,4,71,1252,STC,394,0,92,5369,71,1/1/1900,1,ORD,1308,1141,87,0,N973SW,4,19,0,1311,1420,2015
OO,0,16,174,47,1840,,0,1/1/1900,4,31,1623,ASE,1013,0,197,6328,31,1/1/1900,1,ORD,1753,1552,181,0,N752SK,4,19,0,1642,1836,2015
OO,4,50,155,54,1836,,0,1/1/1900,4,4,1438,ASE,737,0,178,5188,0,1/1/1900,1,LAX,1742,1434,128,0,N706SK,4,19,0,1457,1832,2015
OO,20,0,72,20,1317,,0,1/1/1900,4,26,1041,DSM,589,0,96,5204,0,1/1/1900,1,DEN,1257,1015,102,0,N953SW,4,20,0,1101,1313,2015
OO,8,0,25,17,1407,,0,1/1/1900,4,20,1317,LAR,113,0,50,5397,9,1/1/1900,1,DEN,1350,1257,53,0,N296SW,4,21,0,1338,1403,2015
OO,0,15,95,16,1321,,0,1/1/1900,4,1,1021,SLC,590,0,120,2612,1,1/1/1900,1,LAX,1305,1020,105,0,N863AS,4,21,0,1042,1317,2015
OO,24,6,71,35,1843,,0,1/1/1900,4,29,1606,FSD,483,0,97,5496,5,1/1/1900,1,DEN,1808,1537,91,0,N929SW,4,22,0,1628,1839,2015
OO,0,4,97,34,1424,,0,1/1/1900,4,30,1320,ELP,667,0,124,5237,30,1/1/1900,1,IAH,1350,1250,120,0,N779SK,4,23,0,1343,1420,2015
OO,0,4,36,123,1657,,0,1/1/1900,4,119,1554,SBP,156,0,63,5421,119,1/1/1900,1,LAX,1454,1355,59,0,N562SW,4,23,0,1617,1653,2015
OO,11,13,114,43,1727,,0,1/1/1900,4,30,1405,SAT,794,0,142,6216,19,1/1/1900,1,DEN,1644,1335,129,0,N719SK,4,24,0,1429,1723,2015
OO,0,17,33,17,1416,,0,1/1/1900,4,-1,1314,TUS,110,0,62,6585,0,1/1/1900,1,PHX,1359,1315,44,0,N899SK,4,25,0,1339,1412,2015
OO,0,15,36,15,1205,,0,1/1/1900,4,-1,1059,CDC,221,0,66,7380,0,1/1/1900,1,SLC,1150,1100,50,0,N935SW,4,26,0,1125,1201,2015
OO,126,0,33,126,1441,,0,1/1/1900,4,136,1337,IDA,188,0,64,4619,0,1/1/1900,1,SLC,1235,1121,74,0,N936SW,4,27,0,1404,1437,2015
OO,11,4,39,36,1559,,0,1/1/1900,4,32,1349,MBS,222,0,70,5354,21,1/1/1900,1,ORD,1523,1317,66,0,N472CA,4,27,0,1416,1555,2015
OO,41,12,30,53,1343,,0,1/1/1900,4,41,1242,ASE,125,0,61,5605,0,1/1/1900,1,DEN,1250,1201,49,0,N787SK,4,27,0,1309,1339,2015
OO,8,10,38,18,1048,,0,1/1/1900,4,8,0938,SLC,221,0,70,7379,0,1/1/1900,1,CDC,1030,0930,60,0,N675BR,4,28,0,1006,1044,2015
OO,75,0,75,82,1419,,0,1/1/1900,4,82,1231,SUN,557,0,108,5163,7,1/1/1900,1,DEN,1257,1109,108,0,N767SK,4,29,0,1300,1415,2015
OO,0,18,27,22,1706,,0,1/1/1900,4,4,1604,PHX,119,0,62,6611,4,1/1/1900,1,FLG,1644,1600,44,0,N944SW,4,31,0,1635,1702,2015
OO,0,15,32,33,1742,,0,1/1/1900,4,18,1633,PSP,110,0,69,6310,18,1/1/1900,1,LAX,1709,1615,54,0,N568SW,4,33,0,1706,1738,2015
OO,24,18,33,42,1122,,0,1/1/1900,4,24,1012,FLG,119,0,70,6580,0,1/1/1900,1,PHX,1040,0948,52,0,N906SW,4,33,0,1045,1118,2015
OO,0,16,95,107,1946,,0,1/1/1900,4,91,1730,PHX,602,0,136,6206,91,1/1/1900,1,DEN,1759,1559,120,0,N910SW,4,37,0,1807,1942,2015
OO,0,17,23,17,1646,,0,1/1/1900,4,-5,1539,SBA,89,0,67,5355,0,1/1/1900,1,LAX,1629,1544,45,0,N976SW,4,40,0,1619,1642,2015
OO,0,15,79,15,1228,,0,1/1/1900,4,-4,0906,CLE,622,0,142,4749,0,1/1/1900,1,MSP,1213,0910,123,0,N8982A,4,59,0,1005,1224,2015
OO,0,0,26,15,1643,,0,1/1/1900,4,24,1604,PUB,109,0,39,5334,15,1/1/1900,1,DEN,1628,1540,48,0,N576SW,4,9,0,1613,1639,2015
OO,0,24,91,24,1059,,0,1/1/1900,4,-4,0930,DEN,589,0,149,6399,0,1/1/1900,1,DSM,1035,0934,121,0,N946SW,41,17,0,0947,1018,2015
OO,0,16,28,16,0941,,0,1/1/1900,4,-9,0822,LAX,89,0,79,5477,0,1/1/1900,1,SBA,0925,0831,54,0,N948SW,44,7,0,0829,0857,2015
OO,0,28,62,28,1538,,0,1/1/1900,4,-4,1440,LAX,370,0,118,6528,0,1/1/1900,1,PHX,1510,1444,86,0,N948SW,46,10,0,1450,1452,2015
OO,0,0,147,55,1243,,0,1/1/1900,4,71,0801,IAH,1269,0,162,5536,0,1/1/1900,1,PSP,1148,0650,178,0,N779SK,5,10,55,0811,1238,2015
OO,159,0,65,159,1503,,0,1/1/1900,4,167,1342,DEN,391,0,81,4479,0,1/1/1900,1,SLC,1224,1055,89,0,N817SK,5,11,0,1353,1458,2015
OO,0,0,83,127,1505,,0,1/1/1900,4,146,1226,FAR,627,0,99,5561,127,1/1/1900,1,DEN,1258,1000,118,0,N924SW,5,11,0,1237,1500,2015
OO,15,0,101,22,1034,,0,1/1/1900,4,31,0836,TUS,639,0,118,5253,7,1/1/1900,1,DEN,1012,0805,127,0,N926SW,5,12,0,0848,1029,2015
OO,0,0,94,53,1729,,0,1/1/1900,4,58,1538,IAH,562,0,111,5220,53,1/1/1900,1,BHM,1636,1440,116,0,N764SK,5,12,0,1550,1724,2015
OO,23,0,45,23,1750,,0,1/1/1900,4,37,1647,MKE,297,0,63,4611,0,1/1/1900,1,MSP,1727,1610,77,0,N441SW,5,13,0,1700,1745,2015
OO,3,0,106,18,1603,,0,1/1/1900,4,36,1359,FCA,752,0,124,4983,15,1/1/1900,1,DEN,1545,1323,142,0,N986SW,5,13,0,1412,1558,2015
OO,13,0,44,38,1156,,0,1/1/1900,4,46,1054,RAP,300,0,62,5594,25,1/1/1900,1,DEN,1118,1008,70,0,N962SW,5,13,0,1107,1151,2015
OO,0,0,52,38,1348,,0,1/1/1900,4,50,1238,DEN,300,0,70,5555,38,1/1/1900,1,RAP,1310,1148,82,0,N962SW,5,13,0,1251,1343,2015
OO,6,0,84,24,1544,,0,1/1/1900,4,31,1301,CID,692,0,103,6199,18,1/1/1900,1,DEN,1520,1230,110,0,N954SW,5,14,0,1315,1539,2015
OO,0,0,66,23,1715,,0,1/1/1900,4,40,1550,IDA,458,0,85,5222,23,1/1/1900,1,DEN,1652,1510,102,0,N913SW,5,14,0,1604,1710,2015
OO,0,0,165,23,1818,,0,1/1/1900,4,52,1714,LAX,1235,0,184,5620,23,1/1/1900,1,DFW,1755,1622,213,0,N760SK,5,14,0,1728,1813,2015
OO,0,0,58,28,1800,,0,1/1/1900,4,41,1743,LAX,370,0,77,6522,28,1/1/1900,1,PHX,1732,1702,90,0,N774SK,5,14,0,1757,1755,2015
OO,71,2,174,74,1620,,0,1/1/1900,4,72,1307,SAT,1041,0,193,5161,1,1/1/1900,1,ORD,1506,1155,191,0,N117SY,5,14,0,1321,1615,2015
OO,0,3,156,20,1352,,0,1/1/1900,4,17,1157,IAH,964,0,175,4967,17,1/1/1900,1,MIA,1332,1140,172,0,N791SK,5,14,0,1211,1347,2015
OO,0,19,115,19,1404,,0,1/1/1900,4,-5,1150,ICT,588,0,134,2646,0,1/1/1900,1,ORD,1345,1155,110,0,N498CA,5,14,0,1204,1359,2015
OO,0,6,58,43,1807,,0,1/1/1900,4,37,1549,AMA,359,0,78,4969,6,1/1/1900,1,DEN,1724,1512,72,0,N953SW,5,15,31,1604,1802,2015
OO,49,0,72,49,1450,,0,1/1/1900,4,57,1317,MCI,403,0,93,4987,0,1/1/1900,1,ORD,1401,1220,101,0,N108SY,5,16,0,1333,1445,2015
OO,0,0,198,16,1908,,0,1/1/1900,4,38,1728,SFO,1499,0,220,6221,16,1/1/1900,1,MCI,1852,1650,242,0,N119SY,5,17,0,1745,1903,2015
OO,16,0,85,29,1332,,0,1/1/1900,4,39,1044,MOT,604,0,108,5571,13,1/1/1900,1,DEN,1303,1005,118,0,N593ML,5,18,0,1102,1327,2015
OO,0,0,77,36,1650,,0,1/1/1900,4,47,1410,SLC,575,0,100,4728,36,1/1/1900,1,MFR,1614,1323,111,0,N437SW,5,18,0,1428,1645,2015
OO,11,10,103,21,1356,,0,1/1/1900,4,11,1250,DSM,534,0,126,4651,0,1/1/1900,1,DTW,1335,1239,116,0,N187PQ,5,18,0,1308,1351,2015
OO,28,0,31,28,1203,,0,1/1/1900,4,28,1108,SAN,109,0,55,6327,0,1/1/1900,1,LAX,1135,1040,55,0,N586SW,5,19,0,1127,1158,2015
OO,0,0,20,50,1717,,0,1/1/1900,4,54,1633,MKE,67,0,44,5409,50,1/1/1900,1,ORD,1627,1539,48,0,N973SW,5,19,0,1652,1712,2015
OO,27,0,124,27,1112,,0,1/1/1900,4,38,0843,PSP,987,0,149,4476,0,1/1/1900,1,SEA,1045,0805,160,0,N616QX,5,20,0,0903,1107,2015
OO,61,0,77,61,1357,,0,1/1/1900,4,84,1314,MFR,575,0,103,4728,0,1/1/1900,1,SLC,1256,1150,126,0,N437SW,5,21,0,1335,1352,2015
OO,73,0,20,80,0927,,0,1/1/1900,4,82,0841,MKE,67,0,46,5299,7,1/1/1900,1,ORD,0807,0719,48,0,N937SW,5,21,0,0902,0922,2015
OO,0,0,116,62,1454,,0,1/1/1900,4,78,1332,SBA,916,0,142,6192,62,1/1/1900,1,DEN,1352,1214,158,0,N918SW,5,21,0,1353,1449,2015
OO,26,4,193,31,2130,,0,1/1/1900,4,27,1551,AUS,1504,0,219,5549,1,1/1/1900,1,SFO,2059,1524,215,0,N113SY,5,21,0,1612,2125,2015
OO,19,0,55,19,1242,,0,1/1/1900,4,25,1120,OAK,337,0,82,4452,0,1/1/1900,1,LAX,1223,1055,88,0,N613QX,5,22,0,1142,1237,2015
OO,55,2,31,57,0941,,0,1/1/1900,4,55,0843,AUS,140,0,58,5235,0,1/1/1900,1,IAH,0844,0748,56,0,N702SK,5,22,0,0905,0936,2015
OO,8,5,34,101,1018,,0,1/1/1900,4,96,0917,SAN,109,0,61,6322,88,1/1/1900,1,LAX,0837,0741,56,0,N568SW,5,22,0,0939,1013,2015
OO,79,2,105,81,1255,,0,1/1/1900,4,79,0942,DEN,776,0,133,6216,0,1/1/1900,1,PSP,1134,0823,131,0,N918SW,5,23,0,1005,1250,2015
OO,11,8,127,19,1135,,0,1/1/1900,4,11,0756,IAH,913,0,159,5489,0,1/1/1900,1,ASE,1116,0745,151,0,N730SK,5,27,0,0823,1130,2015
OO,0,18,24,133,1609,,0,1/1/1900,4,115,1513,DVL,83,0,56,5315,115,1/1/1900,1,JMS,1356,1318,38,0,N928SW,5,27,0,1540,1604,2015
OO,59,0,117,69,1830,,0,1/1/1900,4,83,1700,SJC,948,0,150,5578,10,1/1/1900,1,DEN,1721,1537,164,0,N975SW,5,28,0,1728,1825,2015
OO,27,0,92,49,1740,,0,1/1/1900,4,64,1635,PSP,776,0,125,5560,22,1/1/1900,1,DEN,1651,1531,140,0,N594SW,5,28,0,1703,1735,2015
OO,38,3,178,67,1406,,0,1/1/1900,4,64,1134,BZN,1385,0,212,5177,26,1/1/1900,1,IAH,1259,1030,209,0,N728SK,5,29,0,1203,1401,2015
OO,0,5,142,24,1320,,0,1/1/1900,4,19,0823,SAT,1211,0,177,6431,19,1/1/1900,1,LAX,1256,0804,172,0,N744SK,5,30,0,0853,1315,2015
OO,3,15,30,18,1538,,0,1/1/1900,4,3,1333,GRR,137,0,65,4973,0,1/1/1900,1,ORD,1520,1330,50,0,N718SK,5,30,0,1403,1533,2015
OO,8,16,40,24,1823,,0,1/1/1900,4,8,1708,RKS,162,0,75,7390,0,1/1/1900,1,SLC,1759,1700,59,0,N565SW,5,30,0,1738,1818,2015
OO,0,18,122,30,1441,,0,1/1/1900,4,12,1102,ABQ,896,0,159,6471,12,1/1/1900,1,SFO,1411,1050,141,0,N980SW,5,32,0,1134,1436,2015
OO,0,18,74,182,2002,,0,1/1/1900,4,164,1707,BIS,516,0,115,5171,164,1/1/1900,1,DEN,1700,1423,97,0,N969SW,5,36,0,1743,1957,2015
OO,8,0,130,204,2344,,0,1/1/1900,4,204,1949,ORD,1013,0,175,5212,196,1/1/1900,1,ASE,2020,1625,175,0,N787SK,5,40,0,2029,2339,2015
OO,0,27,92,27,1144,,0,1/1/1900,4,-2,0908,ISN,546,0,156,4510,0,1/1/1900,1,MSP,1117,0910,127,0,N441SW,5,59,0,1007,1139,2015
OO,0,1,125,129,2012,,0,1/1/1900,4,128,1754,IAH,781,0,138,5498,128,1/1/1900,1,OMA,1803,1546,137,0,N738SK,5,8,0,1802,2007,2015
OO,0,0,32,40,1237,,0,1/1/1900,4,51,1151,LAX,109,0,46,6322,40,1/1/1900,1,SAN,1157,1100,57,0,N560SW,5,9,0,1200,1232,2015
OO,0,40,30,117,1600,,0,1/1/1900,4,77,1427,SFO,86,0,93,5427,77,1/1/1900,1,SMF,1403,1310,53,0,N292SW,53,10,0,1437,1507,2015
OO,0,42,47,42,1012,,0,1/1/1900,4,-6,0804,LAX,209,0,128,6452,0,1/1/1900,1,FAT,0930,0810,80,0,N569SW,58,23,0,0827,0914,2015
OO,0,0,74,20,1408,,0,1/1/1900,4,31,1337,DEN,483,0,91,5560,20,1/1/1900,1,FSD,1348,1306,102,0,N917SW,6,11,0,1348,1402,2015
OO,0,0,62,67,1857,,0,1/1/1900,4,68,1738,SFO,250,0,79,6238,67,1/1/1900,1,ACV,1750,1630,80,0,N579SW,6,11,0,1749,1851,2015
OO,31,0,189,31,1614,,0,1/1/1900,4,41,1046,MSP,1535,0,208,5639,0,1/1/1900,1,LAX,1543,1005,218,0,N762SK,6,13,0,1059,1608,2015
OO,0,0,33,66,1512,,0,1/1/1900,4,74,1419,SLC,222,0,53,4851,66,1/1/1900,1,SUN,1406,1305,61,0,N613SK,6,14,0,1433,1506,2015
OO,31,9,99,52,1847,,0,1/1/1900,4,43,1648,ICT,588,0,119,2640,12,1/1/1900,1,ORD,1755,1605,110,0,N498CA,6,14,0,1702,1841,2015
OO,11,4,32,116,1148,,0,1/1/1900,4,112,1055,LAX,109,0,53,6323,101,1/1/1900,1,SAN,0952,0903,49,0,N568SW,6,15,0,1110,1142,2015
OO,16,0,27,16,1819,,0,1/1/1900,4,25,1630,FWA,157,0,49,5361,0,1/1/1900,1,ORD,1803,1605,58,0,N956SW,6,16,0,1646,1813,2015
OO,117,0,91,117,1637,,0,1/1/1900,4,120,1444,DEN,679,0,113,5578,0,1/1/1900,1,MSO,1440,1244,116,0,N943SW,6,16,0,1500,1631,2015
OO,138,0,118,138,1232,,0,1/1/1900,4,146,1111,DEN,752,0,141,5518,0,1/1/1900,1,MLI,1014,0845,149,0,N778SK,6,17,0,1128,1226,2015
OO,0,0,72,35,1554,,0,1/1/1900,4,38,1319,DSM,589,0,95,6394,35,1/1/1900,1,DEN,1519,1241,98,0,N824AS,6,17,0,1336,1548,2015
OO,11,4,19,15,0849,,0,1/1/1900,4,11,0806,COS,73,0,43,5178,0,1/1/1900,1,DEN,0834,0755,39,0,N594SW,6,18,0,0824,0843,2015
OO,22,7,98,33,1326,,0,1/1/1900,4,26,1024,DFW,641,0,122,6515,4,1/1/1900,1,DEN,1253,0958,115,0,N796SK,6,18,0,1042,1320,2015
OO,0,10,30,25,1241,,0,1/1/1900,4,15,1145,PHX,119,0,56,6567,15,1/1/1900,1,FLG,1216,1130,46,0,N906SW,6,20,0,1205,1235,2015
OO,0,0,70,37,1632,,0,1/1/1900,4,53,1555,SMF,532,0,97,4713,37,1/1/1900,1,SLC,1555,1502,113,0,N613SK,6,21,0,1616,1626,2015
OO,9,6,113,15,1724,,0,1/1/1900,4,9,1404,OKC,866,0,140,4565,0,1/1/1900,1,SLC,1709,1355,134,0,N641CA,6,21,0,1425,1718,2015
OO,0,0,97,31,1507,,0,1/1/1900,4,34,1402,DEN,641,0,125,5496,31,1/1/1900,1,DFW,1436,1328,128,0,N796SK,6,22,0,1424,1501,2015
OO,0,4,34,16,1310,,0,1/1/1900,4,12,1208,IAH,191,0,62,5216,12,1/1/1900,1,SAT,1254,1156,58,0,N742SK,6,22,0,1230,1304,2015
OO,16,8,35,50,1125,,0,1/1/1900,4,42,1022,SAN,109,0,63,6325,26,1/1/1900,1,LAX,1035,0940,55,0,N560SW,6,22,0,1044,1119,2015
OO,126,0,44,126,1552,,0,1/1/1900,4,127,1437,PLN,243,0,75,4540,0,1/1/1900,1,DTW,1346,1230,76,0,N445SW,6,25,0,1502,1546,2015
OO,7,6,67,33,1309,,0,1/1/1900,4,27,1031,FSD,483,0,98,6237,20,1/1/1900,1,DEN,1236,1004,92,0,N917SW,6,25,0,1056,1303,2015
OO,30,17,87,47,1740,,0,1/1/1900,4,30,1441,MAF,563,0,119,5320,0,1/1/1900,1,DEN,1653,1411,102,0,N903SW,6,26,0,1507,1734,2015
OO,30,0,130,30,1135,,0,1/1/1900,4,42,0752,ORD,1013,0,163,5240,0,1/1/1900,1,ASE,1105,0710,175,0,N766SK,6,27,0,0819,1129,2015
OO,0,11,79,86,1639,,0,1/1/1900,4,75,1447,DEN,557,0,112,4965,75,1/1/1900,1,SUN,1513,1332,101,0,N767SK,6,27,0,1514,1633,2015
OO,42,23,116,65,2010,,0,1/1/1900,4,42,1640,AUS,775,0,150,6201,0,1/1/1900,1,DEN,1905,1558,127,0,N730SK,6,28,0,1708,2004,2015
